0.602495 0.003047 5.276248e-03 1.237961e-03 
0.608590 0.003047 5.502687e-03 1.237961e-03 
0.614746 0.003078 4.842510e-03 1.382721e-03 
0.620964 0.003109 4.449383e-03 1.170439e-03 
0.627246 0.003141 5.279931e-03 8.716528e-04 
0.633590 0.003172 5.179631e-03 6.340785e-04 
0.639999 0.003204 5.740884e-03 5.171980e-04 
0.646473 0.003237 5.023834e-03 4.232833e-04 
0.653012 0.003270 5.046743e-03 3.164862e-04 
0.659618 0.003303 5.478241e-03 2.753941e-04 
0.666290 0.003336 5.438565e-03 3.094885e-04 
0.673030 0.003370 5.112677e-03 3.831804e-04 
0.679837 0.003404 5.371866e-03 3.190143e-04 
0.686714 0.003438 4.945649e-03 2.511567e-04 
0.693660 0.003473 5.272167e-03 1.730083e-04 
0.700677 0.003508 5.126573e-03 1.250353e-04 
0.707765 0.003544 5.129047e-03 9.420823e-05 
0.714924 0.003580 5.157881e-03 8.282184e-05 
0.722155 0.003616 5.265650e-03 7.140261e-05 
0.729460 0.003652 5.234752e-03 6.058331e-05 
0.736839 0.003689 5.282438e-03 5.764432e-05 
0.744292 0.003727 5.170545e-03 6.089791e-05 
0.751821 0.003764 5.267122e-03 6.528626e-05 
0.759426 0.003802 5.203925e-03 7.048703e-05 
0.767108 0.003841 5.260070e-03 7.378253e-05 
0.774867 0.003880 5.185253e-03 7.378242e-05 
0.782705 0.003919 5.202677e-03 6.905383e-05 
0.790622 0.003959 5.178358e-03 6.280157e-05 
0.798620 0.003999 5.264406e-03 5.270663e-05 
0.806698 0.004039 5.172923e-03 4.185056e-05 
0.814858 0.004080 5.192394e-03 3.569340e-05 
0.823101 0.004121 5.171809e-03 3.401329e-05 
0.831426 0.004163 5.157707e-03 3.727200e-05 
0.839837 0.004205 5.264222e-03 4.601479e-05 
0.848332 0.004248 5.099398e-03 5.251442e-05 
0.856913 0.004291 5.189422e-03 4.134969e-05 
0.865581 0.004334 5.192148e-03 3.162486e-05 
0.874336 0.004378 5.179921e-03 3.001872e-05 
0.883181 0.004422 5.155324e-03 3.462076e-05 
0.892114 0.004467 5.165313e-03 3.416165e-05 
0.901138 0.004512 5.191938e-03 2.405947e-05 
0.910253 0.004558 5.211900e-03 1.993646e-05 
0.919461 0.004604 5.187044e-03 2.339688e-05 
0.928761 0.004650 5.171178e-03 2.638262e-05 
0.938156 0.004697 5.197933e-03 2.111623e-05 
0.947646 0.004745 5.217590e-03 1.776320e-05 
0.957232 0.004793 5.178677e-03 2.266961e-05 
0.966914 0.004841 5.250004e-03 2.312893e-05 
0.976695 0.004890 5.192612e-03 1.687488e-05 
0.986574 0.004940 5.174491e-03 1.749010e-05 
0.996554 0.004990 5.226865e-03 2.148051e-05 
1.006634 0.005040 5.174680e-03 1.733895e-05 
1.016817 0.005091 5.193392e-03 1.437194e-05 
1.027102 0.005143 5.173394e-03 1.943256e-05 
1.037491 0.005195 5.186787e-03 1.796456e-05 
1.047986 0.005247 5.188578e-03 1.295561e-05 
1.058587 0.005300 5.182773e-03 1.734629e-05 
1.069294 0.005354 5.191490e-03 1.704619e-05 
1.080111 0.005408 5.174273e-03 1.186776e-05 
1.091036 0.005463 5.184906e-03 1.535075e-05 
1.102072 0.005518 5.190214e-03 1.608420e-05 
1.113220 0.005574 5.219796e-03 1.151332e-05 
1.124481 0.005630 5.202239e-03 1.485208e-05 
1.135855 0.005687 5.201754e-03 1.601526e-05 
1.147345 0.005745 5.209653e-03 1.112939e-05 
1.158950 0.005803 5.214499e-03 1.417110e-05 
1.170673 0.005862 5.199468e-03 1.460269e-05 
1.182515 0.005921 5.207837e-03 1.027456e-05 
1.194477 0.005981 5.189600e-03 1.333989e-05 
1.206559 0.006041 5.213116e-03 1.390297e-05 
1.218764 0.006102 5.201477e-03 9.769357e-06 
